record_id,title,document_type,technology_domain,incident_type,severity,region,affected_system,root_cause,resolution_status,document_owner,last_updated,description,resolution_steps,lessons_learned,tags
INC-0051,"Connectivity Loss on Fault Manager FM-36 (NMS/OSS, Southern)",Incident Closure,NMS/OSS,Connectivity Loss,S3,Southern,Fault Manager FM-36,Firmware Issue,Resolved,NMS Engineering Team,2026-10-19,A NMS/OSS connectivity loss was observed on Fault Manager FM-36 in the Southern region. Operations reported loss of reachability between segments while interfaces remain up. Key indicators included alarm correlation behaviour and polling cycle anomalies. The condition persisted across two polling cycles before triage began.,"Downgrade to the last known-good firmware, freeze further upgrades, and validate counters before reattempting.",Validate configuration changes in a test profile before production deployment.,nms-oss|connectivity-loss|firmware
INC-0052,"Synchronization Failure on Battery Bank BB-77 (Power Systems, Western)",Incident Closure,Power Systems,Synchronization Failure,S1,Western,Battery Bank BB-77,Power Issue,Resolved,Power Infrastructure Team,2024-07-18,A Power Systems synchronization failure was observed on Battery Bank BB-77 in the Western region. Operations reported clock drift across nodes with sync source losing lock. Key indicators included DC bus behaviour and alarm contact anomalies. The condition persisted across two polling cycles before triage began.,"Confirm rectifier health, restore AC mains via genset if required, and verify battery autonomy before clearing.",Cross-link this record to the affected SOP to shorten retrieval during similar incidents.,power systems|synchronization-failure|power
INC-0053,"Polling Failure on DWDM Node D-72 (DWDM, Central)",Incident Closure,DWDM,Polling Failure,S3,Central,DWDM Node D-72,Link Failure,Archived,Optical Transport Team,2026-02-18,A DWDM polling failure was observed on DWDM Node D-72 in the Central region. Operations reported intermittent telemetry loss and repeated timeout alarms in the NMS. Key indicators included OSNR behaviour and optical channel anomalies. The condition persisted across two polling cycles before triage began.,"Bring the protection path into service, dispatch field team to inspect fibre/RF, and validate end-to-end after splice/realignment.",Tighten the stale-record review threshold for this technology domain.,dwdm|polling-failure|link
INC-0054,"Alarm on OTN Shelf OTN-20 (DWDM, Western)",Incident Closure,DWDM,Alarm,S1,Western,OTN Shelf OTN-20,Power Issue,Under Review,Optical Transport Team,2026-12-17,A DWDM alarm was observed on OTN Shelf OTN-20 in the Western region. Operations reported persistent critical alarm with no traffic impact yet reported. Key indicators included OSNR behaviour and ROADM port anomalies. The condition persisted across two polling cycles before triage began.,"Confirm rectifier health, restore AC mains via genset if required, and verify battery autonomy before clearing.",Add a pre-change checklist item for this parameter family.,dwdm|alarm|power
INC-0055,"Degradation on DWDM Node D-62 (DWDM, Northern)",Incident Closure,DWDM,Degradation,S3,Northern,DWDM Node D-62,Hardware Failure,Resolved,Optical Transport Team,2024-10-17,A DWDM degradation was observed on DWDM Node D-62 in the Northern region. Operations reported throughput degradation with rising error counters. Key indicators included OSNR behaviour and optical channel anomalies. The condition persisted across two polling cycles before triage began.,"Swap the faulty card, verify inventory, run vendor diagnostic, and confirm clean state for 15 minutes.",Record vendor case number in the closure form so future searches resolve faster.,dwdm|degradation|hardware
INC-0056,"Alarm on MME E-63 (Core Network, Northern)",Incident Closure,Core Network,Alarm,S2,Northern,MME E-63,Configuration Error,Resolved,Core Mobility Team,2025-07-08,A Core Network alarm was observed on MME E-63 in the Northern region. Operations reported persistent critical alarm with no traffic impact yet reported. Key indicators included GTP tunnel behaviour and diameter session anomalies. The condition persisted across two polling cycles before triage began.,"Roll back the most recent change, re-validate the parameter set in the lab profile, then re-apply with peer review.",Cross-link this record to the affected SOP to shorten retrieval during similar incidents.,core network|alarm|configuration
INC-0057,"Configuration Issue on Microwave Hop H-46 (Microwave, Northern)",Incident Closure,Microwave,Configuration Issue,S3,Northern,Microwave Hop H-46,Firmware Issue,Resolved,Microwave Team,2024-09-05,A Microwave configuration issue was observed on Microwave Hop H-46 in the Northern region. Operations reported post-change misbehaviour with operators reporting unexpected state. Key indicators included modulation behaviour and antenna alignment anomalies. The condition persisted across two polling cycles before triage began.,"Downgrade to the last known-good firmware, freeze further upgrades, and validate counters before reattempting.",Tighten the stale-record review threshold for this technology domain.,microwave|configuration-issue|firmware
INC-0058,"Connectivity Loss on OTN Shelf OTN-87 (DWDM, Central)",Incident Closure,DWDM,Connectivity Loss,S3,Central,OTN Shelf OTN-87,Vendor Bug,Resolved,Optical Transport Team,2025-04-23,A DWDM connectivity loss was observed on OTN Shelf OTN-87 in the Central region. Operations reported loss of reachability between segments while interfaces remain up. Key indicators included dispersion behaviour and wavelength anomalies. The condition persisted across two polling cycles before triage began.,"Apply the vendor-supplied workaround, raise a TAC case, and schedule the patched release in the next change window.",Cross-link this record to the affected SOP to shorten retrieval during similar incidents.,dwdm|connectivity-loss|vendor
INC-0059,"Degradation on Fault Manager FM-12 (NMS/OSS, Southern)",Incident Closure,NMS/OSS,Degradation,S3,Southern,Fault Manager FM-12,Link Failure,Resolved,NMS Engineering Team,2026-05-11,A NMS/OSS degradation was observed on Fault Manager FM-12 in the Southern region. Operations reported throughput degradation with rising error counters. Key indicators included inventory sync behaviour and trap forwarding anomalies. The condition persisted across two polling cycles before triage began.,"Bring the protection path into service, dispatch field team to inspect fibre/RF, and validate end-to-end after splice/realignment.",Validate configuration changes in a test profile before production deployment.,nms-oss|degradation|link
INC-0060,"Performance Issue on RTU R-9 (SCADA, Southern)",Incident Closure,SCADA,Performance Issue,S1,Southern,RTU R-9,Power Issue,Under Review,SCADA Operations Team,2025-10-16,A SCADA performance issue was observed on RTU R-9 in the Southern region. Operations reported latency spikes and increasing queue depth under steady load. Key indicators included control loop behaviour and DNP3 frame anomalies. The condition persisted across two polling cycles before triage began.,"Confirm rectifier health, restore AC mains via genset if required, and verify battery autonomy before clearing.",Cross-link this record to the affected SOP to shorten retrieval during similar incidents.,scada|performance-issue|power
INC-0061,"Polling Failure on MSC M-34 (Core Network, Western)",Incident Closure,Core Network,Polling Failure,S3,Western,MSC M-34,Capacity Saturation,Resolved,Core Mobility Team,2025-02-11,A Core Network polling failure was observed on MSC M-34 in the Western region. Operations reported intermittent telemetry loss and repeated timeout alarms in the NMS. Key indicators included diameter session behaviour and attach procedure anomalies. The condition persisted across two polling cycles before triage began.,"Shed non-critical load, re-balance traffic, and submit a capacity expansion request through change.",Record vendor case number in the closure form so future searches resolve faster.,core network|polling-failure|capacity
INC-0062,"Configuration Issue on eNodeB E-4 (Access Network, Western)",Incident Closure,Access Network,Configuration Issue,S2,Western,eNodeB E-4,Firmware Issue,Under Review,Access Engineering Team,2026-08-21,A Access Network configuration issue was observed on eNodeB E-4 in the Western region. Operations reported post-change misbehaviour with operators reporting unexpected state. Key indicators included PON splitter behaviour and uplink throughput anomalies. The condition persisted across two polling cycles before triage began.,"Downgrade to the last known-good firmware, freeze further upgrades, and validate counters before reattempting.",Cross-link this record to the affected SOP to shorten retrieval during similar incidents.,access network|configuration-issue|firmware
INC-0063,"Connectivity Loss on MW Link MW-33 (Microwave, Central)",Incident Closure,Microwave,Connectivity Loss,S2,Central,MW Link MW-33,Capacity Saturation,Resolved,Microwave Team,2026-03-10,A Microwave connectivity loss was observed on MW Link MW-33 in the Central region. Operations reported loss of reachability between segments while interfaces remain up. Key indicators included radio link behaviour and RSL anomalies. The condition persisted across two polling cycles before triage began.,"Shed non-critical load, re-balance traffic, and submit a capacity expansion request through change.",Validate configuration changes in a test profile before production deployment.,microwave|connectivity-loss|capacity
